id,media_type,short_name,long_description,slug,genres,created_by,published_by,franchises,regions
323,Comic,Venom Annual,"For the first time in Marvel history, the Wicked Webslinger called VENOM gets his very own Annual! This one features a few walks down memory lane from some of the best creators in comics today -- and even a few surprise guests from Venom’s past!",venom-annual-2018,{},{},{Marvel Comics},{},
324,Comic,War Of The Realms,"All the heroes of the Marvel Universe have assembled, yet this still might not be enough to stop Malekith’s endless war. And the one hero who could turn the tide…is stranded where no one can reach him. With Thor trapped in the land of the Frost Giants and the forces of Earth overwhelmed, Black Panther, Jane Foster and Doctor Strange make a desperate gamble. Valhalla awaits…",war-of-the-realms,{},{},{Marvel Comics},{},
325,Comic,War Of The Realms Strikeforce: The Land Of Giants,The God of Thunder is trapped in the land of ice and snow.  It's up to Captain America to rescue him.,war-of-the-realms-strikeforce-the-land-of-giants,{},{},{Marvel Comics},{},
326,Game,Warcraft 3: Reforged,"Warcraft III: Reforged is a complete reimagining of the real-time strategy classic Warcraft III, along with its its expansion content, The Frozen Throne. Experience the epic origin stories of Warcraft, now more stunning and evocative than ever before. Integrating cutting-edge modeling and rendering, we’ve rebuilt every hero, unit, building, and environment in Warcraft III from the ground up. You’ve never seen Azeroth like this. 
<p>
Command Azeroth’s greatest heroes and villains over 62 missions that span the continents. Play four diverse races, each with unique strategies, units, abilities, and champions. Discover an endless universe of player-created games, including MOBAs, tower defense, and more. ",warcraft-3-reforged,"{Strategy,RPG}",{Blizzard Entertainment},{Blizzard Entertainment},{},"{US, AU, UK, JP}"
327,Game,Warhammer: Chaosbane,"In a world ravaged by war and dominated by magic, you are the last hope for the Empire of Man against the Chaos hordes. Playing solo or with up to 4 in local or online co-op, choose a hero from 4 character classes with unique and complementary skills, and prepare for epic battles wielding some of the most powerful artefacts of the Old World. 
<p>
Set in the Warhammer Fantasy world, Warhammer: Chaosbane is a hack-and-slash action/RPG told through an all-new story written by Mike Lee  and featuring a soundtrack composed by Chance Thomas. From the sewers of Nuln to the ruined streets of Praag, fight your way through monster hordes using over 180 different powers. Activate your bloodlust, a devastating skill, to escape the most perilous situations. Each of the four character classes have unique skills and customisation, and will need these amazing abilities to battle over 70 monsters aligned with the Chaos Gods and unique bosses. Battle Nurgle's minions, Khorne's spawn and waves of other vile creatures! Story mode, a boss rush mode, countless dungeons and regular updates offer a rich and varied gaming experience. And with 10 difficulty levels, you can find the right challenge to test your abilities. ",warhammer-chaosbane,"{Action,RPG}",{Eko Software},{BigBen Interactive},{Warhammer},"{US, AU, UK, JP}"
328,Show,Warrior,"Warrior is a gritty, action-packed crime drama set during the brutal Tong Wars of San Francisco's Chinatown in the second half of the 19th century.  The series follows Ah Sahm, a martial arts prodigy who immigrates from China to San Francisco under mysterious circumstances, and becomes a hatchet man for one of Chinatown's most powerfun crime families.",warrior-cinemax,{Crime},{},{Cinemax},{},
329,Show,Watership Down,"Beloved novel Watership Down, originally written by Richard Adams and previously adapted into a dramatic animated film, is reinterpreted in this four-part animated miniseries. 
<p>
Set in the idyllic rural landscape of southern England, this tale of adventure, courage, and survival follows a band of rabbits on their flight from the intrusion of man and the certain destruction of their home. Led by a stouthearted pair of brothers, they journey forth from their native Sandleford Warren through the harrowing trials posed by predators and adversaries, towards a promised land and a more perfect society.",watership-down-netflix,{Drama},{},{Netflix.com},{},
330,Comic,Web Of Venom: Ve'Nam,"As the United States of America struggled through the Vietnam War, Nick Fury of S.H.I.E.L.D. needed a secret weapon – and when an ancient creature was discovered at an archaeological dig site, he was sure he’d found it. In reality, the discovery was an ancestor of the Klyntar symbiotes…and would become a waking nightmare for a platoon of American soldiers!",web-of-venom-ve-nam,{},{},{Marvel Comics},{},
331,Movie,What Did Jack Do?,"In a locked down train station, a homicide detective conducts an interview with a tormented monkey.",what-did-jack-do,{Drama},{},{Netflix.com},{},
332,Show,What/If,"Social thriller What/If explores the ripple effects of what happens when acceptable people start doing unacceptable things. Each season tackles a different morality tale inspired by culturally consequential source material, and the power of a single fateful decision to change the trajectory of an entire life.  The series stars Renée Zellweger in the role of Anne.",what-if-netflix,{Drama},{},{Netflix.com},{},
333,Show,Who Is America,,who-is-america,{Comedy},{},{Showtime},{},
334,Comic,Wonder Twins,"Wonder Comics: Wonder Twins is one of the debut comic book series on the curated DC imprint Wonder Comics, which is a teen-focused line of superhero comics. ",wonder-comics-wonder-twins,{},{},{DC Comics},{},
335,Movie,Wonder Woman: Bloodlines,"In Wonder Woman: Bloodlines, Amazon princess Diana of Themyscira chooses to save fighter pilot Steve Trevor and return him to his home in America -- setting in motion one of Wonder Woman’s most captivating chapters. Fulfilling the role of both ambassador as well as protector, Diana soon earns the name Wonder Woman from the gracious people of Earth. Equally strong in body, heart and will, she makes it her mission to help a troubled young girl enlisted by a deadly organization known as Villainy, Inc., whose criminal members have their sights set on invading Themyscira, Diana’s paradise home. ",wonder-woman-bloodlines,"{Animation,Super-Hero}",{Warner Animation Group},{Warner Home Video},{},
336,Game,WRC 8,"Play as the best drivers in the Championship and experience the competition as if you were there! WRC 8 brings back FIA World Rally Championship racing with enhanced graphics, more technical routes, smoother pace notes and a more comprehensive career mode, with game design influenced by community’s feedback and the pointers from the eSports WRC Championship. In WRC 8, players will be able to choose their driver from the official teams of the 2019 season. The game also offers a selection of WRC 2 and Junior WRC drivers as well as a few historic models to be revealed very shortly. Talent and concentration will be needed to overcome more than 100 special stages taking place in 14 countries. Upgrade your car to unprecedented new levels of detail and develop your team in an in-depth and intense career mode. 
<p> 
A new dynamic weather system has been developed to add random elements to the driving experience, but also to increase realism in the game. Managing the weather is a real challenge for the drivers: modified grip, car settings adjustments, tire selection optimization, weather team relationship to ensure the best tips and information on the latest conditions. More than mere visual effects, climatic conditions become crucial, especially in the management of your career. ",wrc-8,{Racing},{Kylotonn},{BigBen Interactive},{},"{US, AU, UK, JP}"
337,Movie,Wrinkles the Clown,"A silent black and white surveillance video is uploaded to YouTube, a child sleeping amongst stuffed animals and blankets. A few seconds later, a drawer under the bed starts to slide open, and a disheveled old man done up as a clown – soon to be known as Wrinkles – emerges, before the footage cuts to static. Over the next year, additional bizarre videos appear online, showing the clown pushing a cart in a parking lot, waving alongside a busy highway, holding balloons in front of a suburban home. The mysterious clips, which immediately go viral, launch Wrinkles to internet infamy. Cryptic stickers with his clown mask and a phone number appear on telephone poles and in bathrooms all over Southwest Florida promising to scare your misbehaving kid straight, a staggering 312,000 voicemails are left and Wrinkles receives over 1,000 calls on some days. Looking beyond the online fame, Wrinkles the Clown is a documentary exploring clowns, mythmaking, and the pull of anonymity in the internet age.",wrinkles-the-clown,{Documentary},{},{Magnet Releasing},{},
338,Show,Wu Assassins,"Set in San Francisco's Chinatown, Wu Assassins is a martial arts crime series with supernatural elements.  It stars Iko Uwais as Kai Jin, who becomes the latest and last Wu Assassin, chosen to round up the powers of an ancient triad and restore balance.",wu-assassins,{Drama},{},{Netflix.com},{},
339,Show,,"Based on one of the most influential and important groups in hip-hop history, Wu-Tang: An American Saga is inspired by ""The Wu-Tang Manual"" and ""Tao of Wu"" in its telling of the true story of the Wu-Tang Clan. Set in early ’90s New York at the height of the crack cocaine epidemic, the show tracks the Clan’s formation, a vision of Bobby Diggs aka The RZA, who strives to unite a dozen young, black men that are torn between music and crime but eventually rise to become the unlikeliest of American success stories. ",wu-tang-an-american-saga,{Drama},{},{Hulu},{},
